Participant,Guide,Set,Phase,Block,Trial,TrialName,TriggeredName,Result,Mode,RestartCount,DrawTime,NoviceTime,EndTime,TriggerDuration,GripDuration,IdleDuration
P8,Sheet,Set2,Training,B3,T11,Austin,Austin,TRUE,Expert,0,0.766,0,2.088,1.322,0,0.766
P8,Sheet,Set2,Training,B3,T12,Austin,Austin,TRUE,Expert,0,0.809,0,1.961,1.152,0,0.809
P8,Sheet,Set2,Training,B3,T13,Milan,Milan,TRUE,Novice,0,5.476,1.933,6.472,0.996,1.333,4.143
P8,Sheet,Set2,Training,B3,T14,Milan,Milan,TRUE,Expert,0,1.087,0,1.998,0.912,0,1.087
P8,Sheet,Set2,Training,B3,T15,Milan,Milan,TRUE,Expert,0,0.85,0,1.676,0.827,0,0.85
P8,Sheet,Set2,Training,B3,T16,Houston,Houston,TRUE,Novice,0,2.588,0.725,3.618,1.03,0.598,1.99
P8,Sheet,Set2,Training,B3,T17,Houston,Houston,TRUE,Expert,0,0.877,0,1.788,0.91,0,0.877
P8,Sheet,Set2,Training,B3,T18,Houston,Houston,TRUE,Expert,0,0.975,0,1.857,0.882,0,0.975
P8,Sheet,Set2,Training,B3,T19,Toronto,Zurich,FALSE,Novice,0,3.062,0.572,4.155,1.093,1.043,2.018
P8,Sheet,Set2,Training,B3,T20,Toronto,Toronto,TRUE,Novice,0,5.613,0.932,6.81,1.197,3.319,2.294
P8,Sheet,Set2,Training,B3,T21,Toronto,Toronto,TRUE,Expert,0,0.821,0,1.94,1.119,0,0.821
P8,Sheet,Set2,Training,B3,T22,Doha,Doha,TRUE,Novice,0,3.477,1.309,4.76,1.283,0.667,2.809
P8,Sheet,Set2,Training,B3,T23,Doha,Prague,FALSE,Expert,0,0.629,0,1.98,1.351,0,0.629
P8,Sheet,Set2,Training,B3,T24,Doha,Prague,FALSE,Expert,0,1.406,0,2.821,1.415,0,1.406
P8,Sheet,Set2,Test,B3,T1,Houston,Houston,TRUE,Expert,0,1.473,0,2.21,0.737,0,1.473
P8,Sheet,Set2,Test,B3,T2,Milan,Milan,TRUE,Expert,0,4.741,0,5.827,1.086,0,4.741
P8,Sheet,Set2,Test,B3,T3,Prague,Prague,TRUE,Expert,0,2.643,0,3.451,0.808,0,2.643
P8,Sheet,Set2,Test,B3,T4,Seoul,Seoul,TRUE,Expert,0,2.268,0,4.806,2.538,0,2.268
P8,Sheet,Set2,Test,B3,T5,Doha,Doha,TRUE,Expert,0,3.104,0,4.465,1.361,0,3.104
P8,Sheet,Set2,Test,B3,T6,Toronto,Toronto,TRUE,Expert,0,1.896,0,2.833,0.937,0,1.896
P8,Sheet,Set2,Test,B3,T7,Frankfurt,Frankfurt,TRUE,Expert,0,2.436,0,3.288,0.852,0,2.436
P8,Sheet,Set2,Test,B3,T8,Austin,Austin,TRUE,Expert,1,8.404,0,10.237,6.092,0,4.145
P8,Sheet,Set2,PostTest,B1,T1,Doha,NR,FALSE,Expert,0,2.14,0,3.393,1.254,0,2.14
P8,Sheet,Set2,PostTest,B1,T2,Las Vegas,Zurich,FALSE,Expert,0,2.851,0,3.588,0.737,0,2.851
P8,Sheet,Set2,PostTest,B1,T3,Frankfurt,Frankfurt,TRUE,Expert,0,2.225,0,3.442,1.217,0,2.225
P8,Sheet,Set2,PostTest,B1,T4,Prague,Prague,TRUE,Expert,0,1.629,0,2.55,0.921,0,1.629
P8,Sheet,Set2,PostTest,B1,T5,Zurich,NR,FALSE,Expert,0,4.089,0,4.993,0.904,0,4.089
P8,Sheet,Set2,PostTest,B1,T6,Milan,Milan,TRUE,Expert,0,3.406,0,4.256,0.85,0,3.406
P8,Sheet,Set2,PostTest,B1,T7,Hong Kong,NR,FALSE,Expert,0,3.018,0,4.052,1.034,0,3.018
P8,Sheet,Set2,PostTest,B1,T8,Seoul,Seoul,TRUE,Expert,0,1.852,0,3.908,2.056,0,1.852
P8,Sheet,Set2,PostTest,B1,T9,Berlin,Doha,FALSE,Expert,0,3.117,0,4.486,1.369,0,3.117
P8,Sheet,Set2,PostTest,B1,T10,Boston,Austin,FALSE,Expert,0,4.615,0,5.695,1.081,0,4.615
P8,Sheet,Set2,PostTest,B1,T11,Washington,Prague,FALSE,Expert,0,5.961,0,7.843,1.882,0,5.961
P8,Sheet,Set2,PostTest,B1,T12,Toronto,Toronto,TRUE,Expert,0,1.973,0,2.95,0.977,0,1.973
P8,Sheet,Set2,PostTest,B1,T13,Osaka,Zurich,FALSE,Expert,0,4.673,0,5.803,1.13,0,4.673
P8,Sheet,Set2,PostTest,B1,T14,Austin,Austin,TRUE,Expert,0,5.616,0,6.88,1.263,0,5.616
P8,Sheet,Set2,PostTest,B1,T15,Houston,Houston,TRUE,Expert,0,5.283,0,6.159,0.875,0,5.283
P8,Sheet,Set2,PostTest,B1,T16,San Diego,Seoul,FALSE,Expert,0,4.672,0,5.756,1.084,0,4.672
P8,Octo,Set1,PreTest,B1,T1,Beijing,Beijing,TRUE,Expert,0,1.82,0,2.493,0.673,0,1.82
P8,Octo,Set1,PreTest,B1,T2,San Francisco,Chicago,FALSE,Expert,0,2.155,0,3.028,0.874,0,2.155
P8,Octo,Set1,PreTest,B1,T3,Tokyo,NR,FALSE,Expert,0,1.782,0,2.638,0.856,0,1.782
P8,Octo,Set1,PreTest,B1,T4,Abu Dhabi,Singapore,FALSE,Expert,0,2.087,0,2.898,0.811,0,2.087
P8,Octo,Set1,PreTest,B1,T5,Rome,NR,FALSE,Expert,0,1.835,0,2.777,0.942,0,1.835
P8,Octo,Set1,PreTest,B1,T6,New York,Beijing,FALSE,Expert,0,1.35,0,2.067,0.717,0,1.35
P8,Octo,Set1,PreTest,B1,T7,Amsterdam,Tokyo,FALSE,Expert,0,1.559,0,2.436,0.877,0,1.559
P8,Octo,Set1,PreTest,B1,T8,Los Angeles,Los Angeles,TRUE,Expert,0,2.894,0,3.804,0.91,0,2.894
P8,Octo,Set1,PreTest,B1,T9,Moscow,Tokyo,FALSE,Expert,0,1.349,0,2.106,0.756,0,1.349
P8,Octo,Set1,PreTest,B1,T10,Paris,New York,FALSE,Expert,0,1.782,0,2.364,0.582,0,1.782
P8,Octo,Set1,PreTest,B1,T11,Madrid,Beijing,FALSE,Expert,0,1.211,0,2.027,0.817,0,1.211
P8,Octo,Set1,PreTest,B1,T12,Singapore,NR,FALSE,Expert,0,3.283,0,4.085,0.802,0,3.283
P8,Octo,Set1,PreTest,B1,T13,Barcelona,Beijing,FALSE,Expert,0,1.531,0,2.425,0.894,0,1.531
P8,Octo,Set1,PreTest,B1,T14,Chicago,Singapore,FALSE,Expert,0,2.658,0,3.414,0.756,0,2.658
P8,Octo,Set1,PreTest,B1,T15,Dubai,Amsterdam,FALSE,Expert,0,1.433,0,2.542,1.11,0,1.433
P8,Octo,Set1,PreTest,B1,T16,London,Singapore,FALSE,Expert,0,1.044,0,1.54,0.496,0,1.044
P8,Octo,Set1,Training,B1,T1,Dubai,Dubai,TRUE,Novice,0,4.777,5.057,33.173,6.955,21.441,4.777
P8,Octo,Set1,Training,B1,T2,Dubai,NR,FALSE,Expert,0,1.474,0,2.798,1.323,0,1.474
P8,Octo,Set1,Training,B1,T3,Dubai,Dubai,TRUE,Novice,0,1.283,1.562,5.766,4.484,0,1.283
P8,Octo,Set1,Training,B1,T4,Tokyo,Tokyo,TRUE,Novice,0,1.879,2.173,11.1,5.949,3.272,1.879
P8,Octo,Set1,Training,B1,T5,Tokyo,Tokyo,TRUE,Novice,0,3.63,3.911,6.359,2.729,0,3.63
P8,Octo,Set1,Training,B1,T6,Tokyo,Tokyo,TRUE,Expert,0,0.796,0,2.042,1.246,0,0.796
P8,Octo,Set1,Training,B1,T7,Madrid,Madrid,TRUE,Novice,0,2.782,3.067,10.063,3.215,4.066,2.782
P8,Octo,Set1,Training,B1,T8,Madrid,Madrid,TRUE,Expert,0,0.878,0,1.843,0.964,0,0.878
P8,Octo,Set1,Training,B1,T9,Madrid,Madrid,TRUE,Expert,0,0.724,0,1.578,0.854,0,0.724
P8,Octo,Set1,Training,B1,T10,Paris,Paris,TRUE,Novice,1,9.158,2.435,14.188,8.555,0.549,5.084
P8,Octo,Set1,Training,B1,T11,Paris,Paris,TRUE,Expert,0,0.865,0,1.842,0.977,0,0.865
P8,Octo,Set1,Training,B1,T12,Paris,NR,FALSE,Expert,0,0.78,0,1.65,0.87,0,0.78
P8,Octo,Set1,Training,B1,T13,Amsterdam,Amsterdam,TRUE,Novice,0,2.183,2.492,9.327,7.143,0,2.183
P8,Octo,Set1,Training,B1,T14,Amsterdam,Amsterdam,TRUE,Novice,0,1.125,2.77,5.108,2.233,1.75,1.125
P8,Octo,Set1,Training,B1,T15,Amsterdam,Amsterdam,TRUE,Novice,0,1.698,1.984,5.803,4.105,0,1.698
P8,Octo,Set1,Training,B1,T16,Los Angeles,Los Angeles,TRUE,Novice,1,23.983,2.262,32.474,17.26,10.722,4.493
P8,Octo,Set1,Training,B1,T17,Los Angeles,Los Angeles,TRUE,Expert,0,0.738,0,2.46,1.723,0,0.738
P8,Octo,Set1,Training,B1,T18,Los Angeles,Los Angeles,TRUE,Expert,0,0.835,0,2.357,1.522,0,0.835
P8,Octo,Set1,Training,B1,T19,Singapore,Singapore,TRUE,Novice,0,3.531,3.961,7.976,4.445,0,3.531
P8,Octo,Set1,Training,B1,T20,Singapore,Singapore,TRUE,Expert,0,1.279,0,2.827,1.547,0,1.279
P8,Octo,Set1,Training,B1,T21,Singapore,Singapore,TRUE,Expert,0,0.921,0,2.174,1.253,0,0.921
P8,Octo,Set1,Training,B1,T22,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.462,1.867,8.135,6.673,0,1.462
P8,Octo,Set1,Training,B1,T23,Abu Dhabi,NR,FALSE,Novice,0,1.197,2.633,6.091,4.894,0,1.197
P8,Octo,Set1,Training,B1,T24,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.556,2.094,6.953,5.397,0,1.556
P8,Octo,Set1,Test,B1,T1,Tokyo,Tokyo,TRUE,Expert,0,8.906,0,10.385,1.478,0,8.906
P8,Octo,Set1,Test,B1,T2,Los Angeles,Los Angeles,TRUE,Expert,0,6.603,0,7.866,1.262,0,6.603
P8,Octo,Set1,Test,B1,T3,Madrid,Amsterdam,FALSE,Expert,0,3.74,0,4.81,1.069,0,3.74
P8,Octo,Set1,Test,B1,T4,Amsterdam,Abu Dhabi,FALSE,Expert,0,1.238,0,2.084,0.847,0,1.238
P8,Octo,Set1,Test,B1,T5,Singapore,Singapore,TRUE,Expert,0,2.042,0,3.376,1.334,0,2.042
P8,Octo,Set1,Test,B1,T6,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,4.104,0,5.073,0.97,0,4.104
P8,Octo,Set1,Test,B1,T7,Dubai,Beijing,FALSE,Expert,0,7.669,0,9.126,1.457,0,7.669
P8,Octo,Set1,Test,B1,T8,Paris,Abu Dhabi,FALSE,Expert,0,4.797,0,5.58,0.783,0,4.797
P8,Octo,Set1,Training,B2,T1,Madrid,Madrid,TRUE,Novice,0,2.933,3.711,7.599,4.666,0,2.933
P8,Octo,Set1,Training,B2,T2,Madrid,Madrid,TRUE,Expert,0,0.987,0,2.426,1.438,0,0.987
P8,Octo,Set1,Training,B2,T3,Madrid,Madrid,TRUE,Expert,0,1.016,0,2.272,1.256,0,1.016
P8,Octo,Set1,Training,B2,T4,Tokyo,Tokyo,TRUE,Novice,0,2.003,2.311,8.713,3.041,3.669,2.003
P8,Octo,Set1,Training,B2,T5,Tokyo,Tokyo,TRUE,Expert,0,0.641,0,2.431,1.791,0,0.641
P8,Octo,Set1,Training,B2,T6,Tokyo,NR,FALSE,Expert,0,0.807,0,2.485,1.678,0,0.807
P8,Octo,Set1,Training,B2,T7,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,2.056,2.331,8.375,6.319,0,2.056
P8,Octo,Set1,Training,B2,T8,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.879,0,3.005,2.126,0,0.879
P8,Octo,Set1,Training,B2,T9,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,1.003,0,3.336,2.333,0,1.003
P8,Octo,Set1,Training,B2,T10,Los Angeles,Los Angeles,TRUE,Novice,0,0.111,0.39,9.512,7.923,1.478,0.111
P8,Octo,Set1,Training,B2,T11,Los Angeles,Los Angeles,TRUE,Expert,0,0.727,0,1.917,1.19,0,0.727
P8,Octo,Set1,Training,B2,T12,Los Angeles,Los Angeles,TRUE,Expert,0,0.585,0,2.13,1.545,0,0.585
P8,Octo,Set1,Training,B2,T13,Dubai,Dubai,TRUE,Novice,0,1.419,1.7,11.098,9.679,0,1.419
P8,Octo,Set1,Training,B2,T14,Dubai,Dubai,TRUE,Expert,0,1.129,0,2.62,1.491,0,1.129
P8,Octo,Set1,Training,B2,T15,Dubai,Dubai,TRUE,Expert,0,0.865,0,2.216,1.35,0,0.865
P8,Octo,Set1,Training,B2,T16,Paris,Paris,TRUE,Novice,0,0.961,1.501,7.615,6.654,0,0.961
P8,Octo,Set1,Training,B2,T17,Paris,Paris,TRUE,Expert,0,0.768,0,1.826,1.059,0,0.768
P8,Octo,Set1,Training,B2,T18,Paris,Paris,TRUE,Expert,0,0.78,0,1.76,0.979,0,0.78
P8,Octo,Set1,Training,B2,T19,Singapore,Singapore,TRUE,Expert,0,2.935,0,4.833,1.898,0,2.935
P8,Octo,Set1,Training,B2,T20,Singapore,Singapore,TRUE,Novice,0,0.486,0.465,1.627,1.141,0,0.486
P8,Octo,Set1,Training,B2,T21,Singapore,NR,FALSE,Expert,0,2.237,0,3.824,1.587,0,2.237
P8,Octo,Set1,Training,B2,T22,Amsterdam,Amsterdam,TRUE,Novice,0,1.349,1.627,6.086,4.737,0,1.349
P8,Octo,Set1,Training,B2,T23,Amsterdam,Amsterdam,TRUE,Expert,0,0.709,0,2.616,1.907,0,0.709
P8,Octo,Set1,Training,B2,T24,Amsterdam,Amsterdam,TRUE,Expert,0,0.99,0,3.096,2.106,0,0.99
P8,Octo,Set1,Test,B2,T1,Los Angeles,Los Angeles,TRUE,Expert,0,5.611,0,6.964,1.353,0,5.611
P8,Octo,Set1,Test,B2,T2,Madrid,Abu Dhabi,FALSE,Expert,0,18.131,0,19.881,1.75,0,18.131
P8,Octo,Set1,Test,B2,T3,Amsterdam,Abu Dhabi,FALSE,Expert,0,3.656,0,4.81,1.154,0,3.656
P8,Octo,Set1,Test,B2,T4,Paris,Los Angeles,FALSE,Expert,0,2.378,0,3.184,0.806,0,2.378
P8,Octo,Set1,Test,B2,T5,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,12.086,0,17.631,5.545,0,12.086
P8,Octo,Set1,Test,B2,T6,Singapore,Singapore,TRUE,Expert,0,3.1,0,4.488,1.387,0,3.1
P8,Octo,Set1,Test,B2,T7,Tokyo,Tokyo,TRUE,Expert,1,8.101,0,9.88,5.216,0,4.665
P8,Octo,Set1,Test,B2,T8,Dubai,Chicago,FALSE,Expert,0,3.062,0,4.34,1.278,0,3.062
P8,Octo,Set1,Training,B3,T1,Madrid,Madrid,TRUE,Novice,0,1.573,2.645,5.602,4.029,0,1.573
P8,Octo,Set1,Training,B3,T2,Madrid,NR,FALSE,Expert,0,2.808,0,3.927,1.119,0,2.808
P8,Octo,Set1,Training,B3,T3,Madrid,Madrid,TRUE,Novice,0,0.934,1.296,3.622,2.687,0,0.934
P8,Octo,Set1,Training,B3,T4,Amsterdam,Amsterdam,TRUE,Novice,0,1.584,1.87,6.186,4.602,0,1.584
P8,Octo,Set1,Training,B3,T5,Amsterdam,Amsterdam,TRUE,Expert,0,1.557,0,3.729,2.172,0,1.557
P8,Octo,Set1,Training,B3,T6,Amsterdam,Amsterdam,TRUE,Expert,0,1.825,0,3.574,1.75,0,1.825
P8,Octo,Set1,Training,B3,T7,Tokyo,Tokyo,TRUE,Novice,0,1.297,1.73,7.451,6.154,0,1.297
P8,Octo,Set1,Training,B3,T8,Tokyo,Tokyo,TRUE,Expert,0,0.822,0,2.462,1.64,0,0.822
P8,Octo,Set1,Training,B3,T9,Tokyo,Tokyo,TRUE,Expert,0,0.808,0,2.423,1.615,0,0.808
P8,Octo,Set1,Training,B3,T10,Dubai,Dubai,TRUE,Novice,0,1.504,1.908,9.509,8.005,0,1.504
P8,Octo,Set1,Training,B3,T11,Dubai,Dubai,TRUE,Expert,0,0.879,0,2.252,1.374,0,0.879
P8,Octo,Set1,Training,B3,T12,Dubai,Dubai,TRUE,Expert,0,0.656,0,1.887,1.232,0,0.656
P8,Octo,Set1,Training,B3,T13,Paris,Paris,TRUE,Novice,0,0.932,1.213,6.398,5.466,0,0.932
P8,Octo,Set1,Training,B3,T14,Paris,NR,FALSE,Expert,0,0.808,0,1.683,0.875,0,0.808
P8,Octo,Set1,Training,B3,T15,Paris,Paris,TRUE,Novice,0,0.668,1.444,3.408,2.74,0,0.668
P8,Octo,Set1,Training,B3,T16,Los Angeles,Los Angeles,TRUE,Novice,0,1.642,2.281,7.064,5.422,0,1.642
P8,Octo,Set1,Training,B3,T17,Los Angeles,Los Angeles,TRUE,Expert,0,0.767,0,2.047,1.28,0,0.767
P8,Octo,Set1,Training,B3,T18,Los Angeles,Los Angeles,TRUE,Expert,0,0.64,0,1.921,1.281,0,0.64
P8,Octo,Set1,Training,B3,T19,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.489,1.922,5.595,4.106,0,1.489
P8,Octo,Set1,Training,B3,T20,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.834,0,2.417,1.583,0,0.834
P8,Octo,Set1,Training,B3,T21,Abu Dhabi,Chicago,FALSE,Expert,0,0.669,0,2.546,1.877,0,0.669
P8,Octo,Set1,Training,B3,T22,Singapore,Singapore,TRUE,Novice,0,2.653,3.077,7.253,4.6,0,2.653
P8,Octo,Set1,Training,B3,T23,Singapore,Singapore,TRUE,Expert,0,0.571,0,1.756,1.185,0,0.571
P8,Octo,Set1,Training,B3,T24,Singapore,Singapore,TRUE,Expert,0,0.572,0,1.674,1.102,0,0.572
P8,Octo,Set1,Test,B3,T1,Madrid,Abu Dhabi,FALSE,Expert,2,31.794,0,32.955,8.512,0,24.443
P8,Octo,Set1,Test,B3,T2,Dubai,NR,FALSE,Expert,0,6.893,0,8.108,1.215,0,6.893
P8,Octo,Set1,Test,B3,T3,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,5.237,0,7.132,1.895,0,5.237
P8,Octo,Set1,Test,B3,T4,Singapore,Singapore,TRUE,Expert,0,2.128,0,3.315,1.187,0,2.128
P8,Octo,Set1,Test,B3,T5,Tokyo,Tokyo,TRUE,Expert,0,2.129,0,3.763,1.633,0,2.129
P8,Octo,Set1,Test,B3,T6,Amsterdam,Beijing,FALSE,Expert,0,6.187,0,8.216,2.028,0,6.187
P8,Octo,Set1,Test,B3,T7,Los Angeles,Los Angeles,TRUE,Expert,0,5.738,0,6.924,1.187,0,5.738
P8,Octo,Set1,Test,B3,T8,Paris,Paris,TRUE,Expert,0,4.452,0,5.243,0.791,0,4.452
P8,Octo,Set1,PostTest,B1,T1,San Francisco,Singapore,FALSE,Expert,0,9.126,0,9.962,0.836,0,9.126
P8,Octo,Set1,PostTest,B1,T2,Moscow,NR,FALSE,Expert,0,5.278,0,6.768,1.489,0,5.278
P8,Octo,Set1,PostTest,B1,T3,Los Angeles,Los Angeles,TRUE,Expert,0,3.13,0,4.834,1.704,0,3.13
P8,Octo,Set1,PostTest,B1,T4,Madrid,Abu Dhabi,FALSE,Expert,0,4.104,0,5.315,1.211,0,4.104
P8,Octo,Set1,PostTest,B1,T5,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,2.976,0,6.083,3.107,0,2.976
P8,Octo,Set1,PostTest,B1,T6,London,Los Angeles,FALSE,Expert,0,1.784,0,2.489,0.704,0,1.784
P8,Octo,Set1,PostTest,B1,T7,Dubai,Chicago,FALSE,Expert,0,4.548,0,5.848,1.301,0,4.548
P8,Octo,Set1,PostTest,B1,T8,Rome,Abu Dhabi,FALSE,Expert,0,2.711,0,3.467,0.755,0,2.711
P8,Octo,Set1,PostTest,B1,T9,Tokyo,Beijing,FALSE,Expert,0,2.061,0,3.502,1.442,0,2.061
P8,Octo,Set1,PostTest,B1,T10,Beijing,Tokyo,FALSE,Expert,0,1.21,0,2.52,1.31,0,1.21
P8,Octo,Set1,PostTest,B1,T11,Paris,Paris,TRUE,Expert,0,2.641,0,3.46,0.819,0,2.641
P8,Octo,Set1,PostTest,B1,T12,New York,London,FALSE,Expert,0,4.381,0,5.521,1.141,0,4.381
P8,Octo,Set1,PostTest,B1,T13,Amsterdam,Beijing,FALSE,Expert,0,5.711,0,7.762,2.051,0,5.711
P8,Octo,Set1,PostTest,B1,T14,Chicago,Chicago,TRUE,Expert,0,2.446,0,3.697,1.251,0,2.446
P8,Octo,Set1,PostTest,B1,T15,Singapore,Singapore,TRUE,Expert,0,2.573,0,4.126,1.554,0,2.573
P8,Octo,Set1,PostTest,B1,T16,Barcelona,Amsterdam,FALSE,Expert,0,2.701,0,3.946,1.245,0,2.701
P9,Octo,Set1,PreTest,B1,T1,Abu Dhabi,Tokyo,FALSE,Expert,0,3.083,0,4.251,1.168,0,3.083
P9,Octo,Set1,PreTest,B1,T2,Tokyo,NR,FALSE,Expert,0,2.553,0,4.016,1.463,0,2.553
P9,Octo,Set1,PreTest,B1,T3,Los Angeles,NR,FALSE,Expert,0,2.614,0,4.105,1.491,0,2.614
P9,Octo,Set1,PreTest,B1,T4,Madrid,Los Angeles,FALSE,Expert,0,2.35,0,3.858,1.508,0,2.35
P9,Octo,Set1,PreTest,B1,T5,Barcelona,Amsterdam,FALSE,Expert,0,1.709,0,3.769,2.061,0,1.709
P9,Octo,Set1,PreTest,B1,T6,Moscow,Dubai,FALSE,Expert,0,1.711,0,3.368,1.657,0,1.711
P9,Octo,Set1,PreTest,B1,T7,San Francisco,Singapore,FALSE,Expert,0,4.601,0,5.791,1.19,0,4.601
P9,Octo,Set1,PreTest,B1,T8,Paris,Moscow,FALSE,Expert,0,3.403,0,5.68,2.277,0,3.403
P9,Octo,Set1,PreTest,B1,T9,Amsterdam,Abu Dhabi,FALSE,Expert,0,4.668,0,5.891,1.223,0,4.668
P9,Octo,Set1,PreTest,B1,T10,New York,NR,FALSE,Expert,0,2.28,0,4.161,1.881,0,2.28
P9,Octo,Set1,PreTest,B1,T11,Dubai,Los Angeles,FALSE,Expert,0,2.476,0,5.031,2.555,0,2.476
P9,Octo,Set1,PreTest,B1,T12,Singapore,Tokyo,FALSE,Expert,0,1.585,0,2.776,1.191,0,1.585
P9,Octo,Set1,PreTest,B1,T13,Beijing,NR,FALSE,Expert,0,2.099,0,3.146,1.047,0,2.099
P9,Octo,Set1,PreTest,B1,T14,Rome,Chicago,FALSE,Expert,0,3.141,0,4.805,1.664,0,3.141
P9,Octo,Set1,PreTest,B1,T15,Chicago,Chicago,TRUE,Expert,0,1.559,0,2.659,1.1,0,1.559
P9,Octo,Set1,PreTest,B1,T16,London,Abu Dhabi,FALSE,Expert,0,4.127,26.682,4.904,0.777,0,4.127
P9,Octo,Set1,Training,B1,T1,Paris,Paris,TRUE,Novice,0,1.346,1.652,15.228,6.26,7.623,1.346
P9,Octo,Set1,Training,B1,T2,Paris,Paris,TRUE,Expert,0,1.15,0,2.511,1.361,0,1.15
P9,Octo,Set1,Training,B1,T3,Paris,NR,FALSE,Expert,0,0.626,1.493,1.907,1.281,0,0.626
P9,Octo,Set1,Training,B1,T4,Los Angeles,Los Angeles,TRUE,Novice,0,1.795,2.17,11.858,6.501,3.562,1.795
P9,Octo,Set1,Training,B1,T5,Los Angeles,Los Angeles,TRUE,Expert,0,0.669,0,2.664,1.995,0,0.669
P9,Octo,Set1,Training,B1,T6,Los Angeles,Los Angeles,TRUE,Expert,0,0.612,2.852,2.397,1.785,0,0.612
P9,Octo,Set1,Training,B1,T7,Dubai,NR,FALSE,Novice,0,1.038,1.317,11.744,8.208,2.498,1.038
P9,Octo,Set1,Training,B1,T8,Dubai,NR,FALSE,Novice,0,1.085,1.379,11.755,10.67,0,1.085
P9,Octo,Set1,Training,B1,T9,Dubai,Dubai,TRUE,Novice,0,1.142,1.49,13.605,7.897,4.565,1.142
P9,Octo,Set1,Training,B1,T10,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.156,1.863,13.208,5.793,6.26,1.156
P9,Octo,Set1,Training,B1,T11,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.697,0,2.25,1.552,0,0.697
P9,Octo,Set1,Training,B1,T12,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,0.794,1.711,3.353,2.559,0,0.794
P9,Octo,Set1,Training,B1,T13,Tokyo,Tokyo,TRUE,Novice,0,1.142,1.492,7.615,6.473,0,1.142
P9,Octo,Set1,Training,B1,T14,Tokyo,Tokyo,TRUE,Novice,0,0.725,1.059,4.019,3.293,0,0.725
P9,Octo,Set1,Training,B1,T15,Tokyo,Tokyo,TRUE,Expert,0,0.836,1.549,2.493,1.656,0,0.836
P9,Octo,Set1,Training,B1,T16,Amsterdam,Amsterdam,TRUE,Novice,0,0.667,1.251,10.527,6.049,3.811,0.667
P9,Octo,Set1,Training,B1,T17,Amsterdam,Amsterdam,TRUE,Expert,0,0.586,0,2.152,1.566,0,0.586
P9,Octo,Set1,Training,B1,T18,Amsterdam,Amsterdam,TRUE,Expert,0,0.725,2.383,2.668,1.943,0,0.725
P9,Octo,Set1,Training,B1,T19,Singapore,Singapore,TRUE,Novice,3,29.188,1.338,37.175,30.786,3.439,2.95
P9,Octo,Set1,Training,B1,T20,Singapore,Singapore,TRUE,Novice,0,1.144,1.435,6.671,5.527,0,1.144
P9,Octo,Set1,Training,B1,T21,Singapore,Singapore,TRUE,Expert,0,1.113,3.452,5.071,3.958,0,1.113
P9,Octo,Set1,Training,B1,T22,Madrid,Madrid,TRUE,Novice,1,3.727,2.285,27.46,16.013,8.984,2.463
P9,Octo,Set1,Training,B1,T23,Madrid,Madrid,TRUE,Expert,0,0.71,0,1.798,1.088,0,0.71
P9,Octo,Set1,Training,B1,T24,Madrid,Madrid,TRUE,Expert,0,0.807,0,1.896,1.089,0,0.807
P9,Octo,Set1,Test,B1,T1,Los Angeles,Los Angeles,TRUE,Expert,0,3.988,0,5.158,1.17,0,3.988
P9,Octo,Set1,Test,B1,T2,Abu Dhabi,NR,FALSE,Expert,0,3.783,0,7.052,3.27,0,3.783
P9,Octo,Set1,Test,B1,T3,Amsterdam,Abu Dhabi,FALSE,Expert,0,2.073,0,3.401,1.328,0,2.073
P9,Octo,Set1,Test,B1,T4,Madrid,Madrid,TRUE,Expert,0,3.362,0,4.265,0.903,0,3.362
P9,Octo,Set1,Test,B1,T5,Dubai,Amsterdam,FALSE,Expert,0,6.879,0,8.281,1.401,0,6.879
P9,Octo,Set1,Test,B1,T6,Tokyo,Tokyo,TRUE,Expert,0,1.211,0,2.716,1.506,0,1.211
P9,Octo,Set1,Test,B1,T7,Singapore,Singapore,TRUE,Expert,0,2.264,0,5.035,2.771,0,2.264
P9,Octo,Set1,Test,B1,T8,Paris,NR,FALSE,Expert,0,9.936,2.959,11.966,2.03,0,9.936
P9,Octo,Set1,Training,B2,T1,Paris,Paris,TRUE,Novice,0,1.265,1.571,6.738,4.593,0.88,1.265
P9,Octo,Set1,Training,B2,T2,Paris,Paris,TRUE,Expert,0,0.836,0,2.02,1.184,0,0.836
P9,Octo,Set1,Training,B2,T3,Paris,NR,FALSE,Expert,0,0.516,1.504,1.539,1.024,0,0.516
P9,Octo,Set1,Training,B2,T4,Abu Dhabi,Abu Dhabi,TRUE,Novice,1,4.958,3.001,6.399,2.855,0,3.545
