Participant,Guide,Set,Phase,Block,Trial,TrialName,TriggeredName,Result,Mode,RestartCount,DrawTime,NoviceTime,EndTime,TriggerDuration,GripDuration,IdleDuration
P1,Octo,Set1,PreTest,B1,T1,Paris,Rome,FALSE,Expert,0,2.292,0,3.281,0.989,0,2.292
P1,Octo,Set1,PreTest,B1,T2,Singapore,Abu Dhabi,FALSE,Expert,0,1.057,0,3.185,2.127,0,1.057
P1,Octo,Set1,PreTest,B1,T3,London,NR,FALSE,Expert,0,0.753,0,2.112,1.359,0,0.753
P1,Octo,Set1,PreTest,B1,T4,New York,NR,FALSE,Expert,0,0.501,0,1.51,1.01,0,0.501
P1,Octo,Set1,PreTest,B1,T5,Amsterdam,Tokyo,FALSE,Expert,0,0.459,0,0.982,0.523,0,0.459
P1,Octo,Set1,PreTest,B1,T6,Dubai,Rome,FALSE,Expert,0,0.376,0,0.842,0.466,0,0.376
P1,Octo,Set1,PreTest,B1,T7,Tokyo,Los Angeles,FALSE,Expert,0,0.544,0,1.175,0.631,0,0.544
P1,Octo,Set1,PreTest,B1,T8,Rome,Tokyo,FALSE,Expert,0,0.46,0,1.178,0.718,0,0.46
P1,Octo,Set1,PreTest,B1,T9,Beijing,Los Angeles,FALSE,Expert,0,0.376,0,0.972,0.596,0,0.376
P1,Octo,Set1,PreTest,B1,T10,Madrid,NR,FALSE,Expert,1,1.294,0,1.667,0.623,0,1.044
P1,Octo,Set1,PreTest,B1,T11,Barcelona,NR,FALSE,Expert,0,0.433,0,0.917,0.484,0,0.433
P1,Octo,Set1,PreTest,B1,T12,San Francisco,Los Angeles,FALSE,Expert,0,0.405,0,0.814,0.409,0,0.405
P1,Octo,Set1,PreTest,B1,T13,Moscow,Los Angeles,FALSE,Expert,0,0.391,0,0.704,0.313,0,0.391
P1,Octo,Set1,PreTest,B1,T14,Abu Dhabi,Los Angeles,FALSE,Expert,0,0.433,0,0.791,0.358,0,0.433
P1,Octo,Set1,PreTest,B1,T15,Los Angeles,NR,FALSE,Expert,0,0.348,0,0.736,0.387,0,0.348
P1,Octo,Set1,PreTest,B1,T16,Chicago,NR,FALSE,Expert,0,1.447,0,1.933,0.485,0,1.447
P1,Octo,Set1,Training,B1,T1,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.041,1.334,9.995,5.388,3.566,1.041
P1,Octo,Set1,Training,B1,T2,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,0.6,2.77,4.768,3.168,1.001,0.6
P1,Octo,Set1,Training,B1,T3,Abu Dhabi,NR,FALSE,Expert,0,0.573,0,2.149,1.577,0,0.573
P1,Octo,Set1,Training,B1,T4,Tokyo,Tokyo,TRUE,Novice,0,1.169,1.449,6.265,5.096,0,1.169
P1,Octo,Set1,Training,B1,T5,Tokyo,Tokyo,TRUE,Novice,0,0.392,0.671,2.647,2.255,0,0.392
P1,Octo,Set1,Training,B1,T6,Tokyo,Tokyo,TRUE,Novice,0,0.446,0.738,3.271,2.826,0,0.446
P1,Octo,Set1,Training,B1,T7,Paris,Paris,TRUE,Novice,0,0.446,0.824,5.822,5.375,0,0.446
P1,Octo,Set1,Training,B1,T8,Paris,Paris,TRUE,Expert,0,0.585,0,1.636,1.05,0,0.585
P1,Octo,Set1,Training,B1,T9,Paris,Paris,TRUE,Expert,0,0.404,0,1.241,0.837,0,0.404
P1,Octo,Set1,Training,B1,T10,Amsterdam,Amsterdam,TRUE,Novice,0,0.793,1.541,14.986,10.164,4.03,0.793
P1,Octo,Set1,Training,B1,T11,Amsterdam,Amsterdam,TRUE,Novice,0,0.667,0.954,3.424,2.757,0,0.667
P1,Octo,Set1,Training,B1,T12,Amsterdam,Amsterdam,TRUE,Expert,0,0.599,0,3.052,2.453,0,0.599
P1,Octo,Set1,Training,B1,T13,Madrid,NR,FALSE,Novice,0,0.988,1.309,6.604,5.615,0,0.988
P1,Octo,Set1,Training,B1,T14,Madrid,Madrid,TRUE,Novice,0,0.905,1.211,4.507,3.602,0,0.905
P1,Octo,Set1,Training,B1,T15,Madrid,Madrid,TRUE,Novice,0,0.71,2.972,3.244,2.533,0,0.71
P1,Octo,Set1,Training,B1,T16,Singapore,Singapore,TRUE,Novice,0,1.018,1.366,15.019,5.864,8.137,1.018
P1,Octo,Set1,Training,B1,T17,Singapore,NR,FALSE,Expert,0,0.544,0,2.179,1.636,0,0.544
P1,Octo,Set1,Training,B1,T18,Singapore,Singapore,TRUE,Novice,1,16.6,2.34,21.431,16.23,2.057,3.145
P1,Octo,Set1,Training,B1,T19,Los Angeles,NR,FALSE,Novice,0,0.834,2.092,12.116,11.282,0,0.834
P1,Octo,Set1,Training,B1,T20,Los Angeles,NR,FALSE,Novice,0,1.487,2.399,8.491,5.382,1.622,1.487
P1,Octo,Set1,Training,B1,T21,Los Angeles,Los Angeles,TRUE,Novice,0,0.753,1.271,7.741,6.988,0,0.753
P1,Octo,Set1,Training,B1,T22,Dubai,NR,FALSE,Novice,1,5.251,1.85,12.998,11.087,0,1.912
P1,Octo,Set1,Training,B1,T23,Dubai,Dubai,TRUE,Novice,0,1.028,1.322,6.342,5.314,0,1.028
P1,Octo,Set1,Training,B1,T24,Dubai,Dubai,TRUE,Novice,0,0.804,1.148,3.739,2.936,0,0.804
P1,Octo,Set1,Test,B1,T1,Tokyo,Chicago,FALSE,Expert,0,1.153,0,9.029,7.876,0,1.153
P1,Octo,Set1,Test,B1,T2,Los Angeles,NR,FALSE,Expert,0,1.002,0,5.877,4.875,0,1.002
P1,Octo,Set1,Test,B1,T3,Dubai,Dubai,TRUE,Expert,0,0.794,0,4.607,3.813,0,0.794
P1,Octo,Set1,Test,B1,T4,Abu Dhabi,NR,FALSE,Expert,0,0.99,0,3.743,2.753,0,0.99
P1,Octo,Set1,Test,B1,T5,Paris,Singapore,FALSE,Expert,0,1.115,0,3.725,2.61,0,1.115
P1,Octo,Set1,Test,B1,T6,Singapore,Singapore,TRUE,Expert,0,0.949,0,2.569,1.62,0,0.949
P1,Octo,Set1,Test,B1,T7,Madrid,Tokyo,FALSE,Expert,0,1.002,0,5.074,4.072,0,1.002
P1,Octo,Set1,Test,B1,T8,Amsterdam,Amsterdam,TRUE,Expert,0,1.38,0,2.89,1.51,0,1.38
P1,Octo,Set1,Training,B2,T1,Singapore,NR,FALSE,Novice,0,1.458,1.756,6.494,5.036,0,1.458
P1,Octo,Set1,Training,B2,T2,Singapore,Singapore,TRUE,Novice,0,1.64,1.918,8.152,6.512,0,1.64
P1,Octo,Set1,Training,B2,T3,Singapore,Singapore,TRUE,Novice,0,0.765,3.016,5.581,4.816,0,0.765
P1,Octo,Set1,Training,B2,T4,Paris,Paris,TRUE,Novice,0,0.991,1.305,11.777,5.911,4.875,0.991
P1,Octo,Set1,Training,B2,T5,Paris,Paris,TRUE,Novice,0,0.697,2.476,2.49,1.793,0,0.697
P1,Octo,Set1,Training,B2,T6,Paris,Paris,TRUE,Expert,0,0.681,0,2.238,1.556,0,0.681
P1,Octo,Set1,Training,B2,T7,Abu Dhabi,NR,FALSE,Novice,0,1.086,1.379,9.1,8.014,0,1.086
P1,Octo,Set1,Training,B2,T8,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.988,0,3.738,2.749,0,0.988
P1,Octo,Set1,Training,B2,T9,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.808,0,2.743,1.934,0,0.808
P1,Octo,Set1,Training,B2,T10,Dubai,Dubai,TRUE,Novice,1,5.211,1.576,9.59,8.173,0,1.417
P1,Octo,Set1,Training,B2,T11,Dubai,Dubai,TRUE,Expert,0,0.502,0,2.261,1.759,0,0.502
P1,Octo,Set1,Training,B2,T12,Dubai,Dubai,TRUE,Expert,0,0.445,0,2.247,1.802,0,0.445
P1,Octo,Set1,Training,B2,T13,Amsterdam,Amsterdam,TRUE,Novice,0,0.976,1.418,6.28,5.304,0,0.976
P1,Octo,Set1,Training,B2,T14,Amsterdam,Amsterdam,TRUE,Expert,0,0.654,0,2.616,1.962,0,0.654
P1,Octo,Set1,Training,B2,T15,Amsterdam,Amsterdam,TRUE,Expert,0,0.71,0,2.837,2.127,0,0.71
P1,Octo,Set1,Training,B2,T16,Los Angeles,Los Angeles,TRUE,Novice,0,0.919,1.199,7.083,6.164,0,0.919
P1,Octo,Set1,Training,B2,T17,Los Angeles,Los Angeles,TRUE,Novice,0,0.795,1.089,5.026,4.232,0,0.795
P1,Octo,Set1,Training,B2,T18,Los Angeles,Los Angeles,TRUE,Expert,0,0.586,0,1.939,1.354,0,0.586
P1,Octo,Set1,Training,B2,T19,Tokyo,Tokyo,TRUE,Novice,0,0.851,1.339,6.184,5.332,0,0.851
P1,Octo,Set1,Training,B2,T20,Tokyo,Tokyo,TRUE,Expert,0,0.545,0,1.958,1.413,0,0.545
P1,Octo,Set1,Training,B2,T21,Tokyo,Tokyo,TRUE,Expert,0,0.462,0,2.169,1.708,0,0.462
P1,Octo,Set1,Training,B2,T22,Madrid,Madrid,TRUE,Novice,0,0.697,1.446,9.879,9.182,0,0.697
P1,Octo,Set1,Training,B2,T23,Madrid,Madrid,TRUE,Expert,0,0.448,0,1.68,1.233,0,0.448
P1,Octo,Set1,Training,B2,T24,Madrid,NR,FALSE,Expert,0,0.419,0,1.509,1.09,0,0.419
P1,Octo,Set1,Test,B2,T1,Paris,Dubai,FALSE,Expert,0,1.126,0,5.323,4.197,0,1.126
P1,Octo,Set1,Test,B2,T2,Singapore,Singapore,TRUE,Expert,0,1.074,0,5.244,4.17,0,1.074
P1,Octo,Set1,Test,B2,T3,Los Angeles,Singapore,FALSE,Expert,0,1.257,0,4.218,2.961,0,1.257
P1,Octo,Set1,Test,B2,T4,Tokyo,Tokyo,TRUE,Expert,0,1.226,0,4.232,3.006,0,1.226
P1,Octo,Set1,Test,B2,T5,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,1.072,0,13.001,11.929,0,1.072
P1,Octo,Set1,Test,B2,T6,Dubai,Dubai,TRUE,Expert,0,0.99,0,4.633,3.643,0,0.99
P1,Octo,Set1,Test,B2,T7,Madrid,Madrid,TRUE,Expert,0,1.129,0,2.619,1.49,0,1.129
P1,Octo,Set1,Test,B2,T8,Amsterdam,Amsterdam,TRUE,Expert,0,1.253,0,5.932,4.678,0,1.253
P1,Octo,Set1,Training,B3,T1,Paris,Paris,TRUE,Novice,0,1.001,1.286,5.183,4.182,0,1.001
P1,Octo,Set1,Training,B3,T2,Paris,Paris,TRUE,Expert,0,0.696,0,1.846,1.15,0,0.696
P1,Octo,Set1,Training,B3,T3,Paris,Paris,TRUE,Expert,0,0.474,0,1.351,0.877,0,0.474
P1,Octo,Set1,Training,B3,T4,Amsterdam,Barcelona,FALSE,Expert,0,0.767,0,2.66,1.893,0,0.767
P1,Octo,Set1,Training,B3,T5,Amsterdam,Amsterdam,TRUE,Expert,0,1.307,0,4.303,2.996,0,1.307
P1,Octo,Set1,Training,B3,T6,Amsterdam,Amsterdam,TRUE,Expert,0,0.641,0,2.905,2.264,0,0.641
P1,Octo,Set1,Training,B3,T7,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,1.212,1.492,5.265,4.053,0,1.212
P1,Octo,Set1,Training,B3,T8,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.601,0,2.276,1.675,0,0.601
P1,Octo,Set1,Training,B3,T9,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,0.725,1.011,3.404,2.679,0,0.725
P1,Octo,Set1,Training,B3,T10,Madrid,Madrid,TRUE,Novice,0,1.171,1.447,2.72,1.549,0,1.171
P1,Octo,Set1,Training,B3,T11,Madrid,Madrid,TRUE,Expert,0,0.724,0,1.615,0.891,0,0.724
P1,Octo,Set1,Training,B3,T12,Madrid,Madrid,TRUE,Expert,0,0.516,0,1.572,1.056,0,0.516
P1,Octo,Set1,Training,B3,T13,Dubai,Dubai,TRUE,Novice,0,1.156,1.443,3.342,2.186,0,1.156
P1,Octo,Set1,Training,B3,T14,Dubai,Dubai,TRUE,Expert,0,0.671,0,2.024,1.353,0,0.671
P1,Octo,Set1,Training,B3,T15,Dubai,Dubai,TRUE,Expert,0,0.486,0,1.69,1.204,0,0.486
P1,Octo,Set1,Training,B3,T16,Tokyo,Tokyo,TRUE,Novice,0,1.171,1.491,3.082,1.911,0,1.171
P1,Octo,Set1,Training,B3,T17,Tokyo,Tokyo,TRUE,Expert,0,0.431,0,1.709,1.278,0,0.431
P1,Octo,Set1,Training,B3,T18,Tokyo,Tokyo,TRUE,Expert,0,0.378,0,1.667,1.29,0,0.378
P1,Octo,Set1,Training,B3,T19,Los Angeles,Los Angeles,TRUE,Novice,0,1.06,1.394,3.639,2.579,0,1.06
P1,Octo,Set1,Training,B3,T20,Los Angeles,NR,FALSE,Expert,0,0.698,0,1.668,0.97,0,0.698
P1,Octo,Set1,Training,B3,T21,Los Angeles,Los Angeles,TRUE,Novice,0,0.446,1.396,6.824,6.377,0,0.446
P1,Octo,Set1,Training,B3,T22,Singapore,Singapore,TRUE,Novice,0,1.129,1.409,4.164,3.035,0,1.129
P1,Octo,Set1,Training,B3,T23,Singapore,Singapore,TRUE,Expert,0,0.544,0,2.199,1.656,0,0.544
P1,Octo,Set1,Training,B3,T24,Singapore,Singapore,TRUE,Expert,0,0.503,0,1.875,1.371,0,0.503
P1,Octo,Set1,Test,B3,T1,Singapore,Singapore,TRUE,Expert,0,0.792,0,2.753,1.961,0,0.792
P1,Octo,Set1,Test,B3,T2,Madrid,Madrid,TRUE,Expert,0,0.824,0,2.615,1.791,0,0.824
P1,Octo,Set1,Test,B3,T3,Los Angeles,Singapore,FALSE,Expert,0,0.891,0,4.133,3.241,0,0.891
P1,Octo,Set1,Test,B3,T4,Tokyo,Tokyo,TRUE,Expert,0,1.438,0,3.68,2.242,0,1.438
P1,Octo,Set1,Test,B3,T5,Amsterdam,Barcelona,FALSE,Expert,0,1.281,0,3.919,2.639,0,1.281
P1,Octo,Set1,Test,B3,T6,Dubai,Dubai,TRUE,Expert,0,0.782,0,9.304,8.522,0,0.782
P1,Octo,Set1,Test,B3,T7,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,1.364,0,7.496,6.133,0,1.364
P1,Octo,Set1,Test,B3,T8,Paris,Paris,TRUE,Expert,0,3.826,0,5.729,1.903,0,3.826
P1,Octo,Set1,PostTest,B1,T1,San Francisco,NR,FALSE,Expert,0,1.294,0,2.546,1.253,0,1.294
P1,Octo,Set1,PostTest,B1,T2,New York,Rome,FALSE,Expert,0,0.974,0,2.841,1.867,0,0.974
P1,Octo,Set1,PostTest,B1,T3,Abu Dhabi,NR,FALSE,Expert,0,0.543,0,4.393,3.85,0,0.543
P1,Octo,Set1,PostTest,B1,T4,Rome,Chicago,FALSE,Expert,0,2.113,0,3.464,1.351,0,2.113
P1,Octo,Set1,PostTest,B1,T5,Chicago,NR,FALSE,Expert,0,0.879,0,1.638,0.759,0,0.879
P1,Octo,Set1,PostTest,B1,T6,Amsterdam,Amsterdam,TRUE,Expert,0,1.237,0,3.656,2.419,0,1.237
P1,Octo,Set1,PostTest,B1,T7,Moscow,Tokyo,FALSE,Expert,0,0.948,0,1.851,0.903,0,0.948
P1,Octo,Set1,PostTest,B1,T8,Dubai,Dubai,TRUE,Expert,0,0.919,0,3.577,2.658,0,0.919
P1,Octo,Set1,PostTest,B1,T9,Madrid,NR,FALSE,Expert,0,1.129,0,2.289,1.16,0,1.129
P1,Octo,Set1,PostTest,B1,T10,Tokyo,Beijing,FALSE,Expert,0,1.32,0,4.636,3.316,0,1.32
P1,Octo,Set1,PostTest,B1,T11,London,Tokyo,FALSE,Expert,0,1.366,0,2.599,1.234,0,1.366
P1,Octo,Set1,PostTest,B1,T12,Barcelona,Amsterdam,FALSE,Expert,0,1.53,0,3.502,1.972,0,1.53
P1,Octo,Set1,PostTest,B1,T13,Beijing,Abu Dhabi,FALSE,Expert,0,2.711,0,3.721,1.009,0,2.711
P1,Octo,Set1,PostTest,B1,T14,Singapore,Singapore,TRUE,Expert,0,1.349,0,6.244,4.895,0,1.349
P1,Octo,Set1,PostTest,B1,T15,Paris,Paris,TRUE,Expert,0,1.699,0,3.047,1.349,0,1.699
P1,Octo,Set1,PostTest,B1,T16,Los Angeles,NR,FALSE,Expert,0,1.141,0,2.922,1.78,0,1.141
P1,Sheet,Set2,PreTest,B1,T1,Prague,Boston,FALSE,Expert,0,1.001,0,2.117,1.117,0,1.001
P1,Sheet,Set2,PreTest,B1,T2,Milan,Prague,FALSE,Expert,0,0.671,0,1.434,0.763,0,0.671
P1,Sheet,Set2,PreTest,B1,T3,Houston,Zurich,FALSE,Expert,0,0.612,0,3.565,2.953,0,0.612
P1,Sheet,Set2,PreTest,B1,T4,Zurich,San Diego,FALSE,Expert,0,0.99,0,2.025,1.034,0,0.99
P1,Sheet,Set2,PreTest,B1,T5,Las Vegas,Zurich,FALSE,Expert,0,1.004,0,3.514,2.511,0,1.004
P1,Sheet,Set2,PreTest,B1,T6,Toronto,Doha,FALSE,Expert,0,0.782,0,2.034,1.252,0,0.782
P1,Sheet,Set2,PreTest,B1,T7,Frankfurt,NR,FALSE,Expert,0,0.558,0,1.476,0.918,0,0.558
P1,Sheet,Set2,PreTest,B1,T8,Berlin,NR,FALSE,Expert,0,0.403,0,2.136,1.733,0,0.403
P1,Sheet,Set2,PreTest,B1,T9,Osaka,NR,FALSE,Expert,0,0.572,0,1.79,1.218,0,0.572
P1,Sheet,Set2,PreTest,B1,T10,Boston,Austin,FALSE,Expert,0,0.431,0,1.701,1.27,0,0.431
P1,Sheet,Set2,PreTest,B1,T11,Doha,Seoul,FALSE,Expert,0,0.445,0,2.157,1.712,0,0.445
P1,Sheet,Set2,PreTest,B1,T12,Washington,San Diego,FALSE,Expert,0,0.375,0,0.93,0.554,0,0.375
P1,Sheet,Set2,PreTest,B1,T13,Seoul,Zurich,FALSE,Expert,0,0.418,0,0.749,0.331,0,0.418
P1,Sheet,Set2,PreTest,B1,T14,Hong Kong,Austin,FALSE,Expert,0,1.016,0,1.802,0.786,0,1.016
P1,Sheet,Set2,PreTest,B1,T15,Austin,Doha,FALSE,Expert,0,0.878,0,1.746,0.868,0,0.878
P1,Sheet,Set2,PreTest,B1,T16,San Diego,San Diego,TRUE,Expert,0,0.918,0,1.927,1.009,0,0.918
P1,Sheet,Set2,Training,B1,T1,Austin,Austin,TRUE,Novice,1,26.127,4.192,28.901,5.304,19.6,3.997
P1,Sheet,Set2,Training,B1,T2,Austin,Austin,TRUE,Novice,0,2.575,0.851,5.665,3.09,1.307,1.267
P1,Sheet,Set2,Training,B1,T3,Austin,Austin,TRUE,Expert,0,0.725,0,2.463,1.738,0,0.725
P1,Sheet,Set2,Training,B1,T4,Frankfurt,Frankfurt,TRUE,Novice,0,8.301,0.906,9.928,1.627,5.74,2.56
P1,Sheet,Set2,Training,B1,T5,Frankfurt,Frankfurt,TRUE,Expert,0,0.685,0,1.97,1.285,0,0.685
P1,Sheet,Set2,Training,B1,T6,Frankfurt,Frankfurt,TRUE,Expert,0,0.516,0,1.71,1.194,0,0.516
P1,Sheet,Set2,Training,B1,T7,Doha,Doha,TRUE,Novice,0,7.588,0.932,9.651,2.063,5.517,2.071
P1,Sheet,Set2,Training,B1,T8,Doha,Doha,TRUE,Expert,0,0.453,0,2.195,1.742,0,0.453
P1,Sheet,Set2,Training,B1,T9,Doha,Doha,TRUE,Expert,0,0.475,0,2.211,1.736,0,0.475
P1,Sheet,Set2,Training,B1,T10,Houston,Houston,TRUE,Novice,0,6.065,0.645,7.659,1.594,4.073,1.992
P1,Sheet,Set2,Training,B1,T11,Houston,Houston,TRUE,Expert,0,0.71,0,1.82,1.109,0,0.71
P1,Sheet,Set2,Training,B1,T12,Houston,Houston,TRUE,Expert,0,0.669,0,1.639,0.97,0,0.669
P1,Sheet,Set2,Training,B1,T13,Milan,Milan,TRUE,Novice,0,7.923,0.67,9.381,1.458,5.823,2.1
P1,Sheet,Set2,Training,B1,T14,Milan,Milan,TRUE,Expert,0,0.543,0,1.613,1.07,0,0.543
P1,Sheet,Set2,Training,B1,T15,Milan,Milan,TRUE,Expert,0,0.587,0,1.622,1.036,0,0.587
P1,Sheet,Set2,Training,B1,T16,Prague,Prague,TRUE,Novice,0,12.866,0.946,14.905,2.04,10.419,2.447
P1,Sheet,Set2,Training,B1,T17,Prague,Prague,TRUE,Expert,0,0.599,0,2.033,1.434,0,0.599
P1,Sheet,Set2,Training,B1,T18,Prague,Prague,TRUE,Novice,0,5.034,0.417,6.464,1.431,3.45,1.584
P1,Sheet,Set2,Training,B1,T19,Seoul,NR,FALSE,Novice,0,2.991,0.989,4.751,1.76,1.572,1.419
P1,Sheet,Set2,Training,B1,T20,Seoul,Berlin,FALSE,Novice,0,6.855,0.698,9.108,2.253,5.142,1.713
P1,Sheet,Set2,Training,B1,T21,Seoul,Berlin,FALSE,Expert,0,0.781,0,3.526,2.745,0,0.781
P1,Sheet,Set2,Training,B1,T22,Toronto,Toronto,TRUE,Novice,0,21.964,0.725,24.661,2.697,19.904,2.06
P1,Sheet,Set2,Training,B1,T23,Toronto,Toronto,TRUE,Expert,0,0.99,0,2.906,1.916,0,0.99
P1,Sheet,Set2,Training,B1,T24,Toronto,Zurich,FALSE,Expert,0,0.627,0,2.338,1.711,0,0.627
P1,Sheet,Set2,Test,B1,T1,Austin,Austin,TRUE,Expert,0,0.612,0,3.993,3.382,0,0.612
P1,Sheet,Set2,Test,B1,T2,Frankfurt,Seoul,FALSE,Expert,0,2.407,0,4.028,1.622,0,2.407
P1,Sheet,Set2,Test,B1,T3,Doha,Houston,FALSE,Expert,0,9.476,0,11.717,2.241,0,9.476
P1,Sheet,Set2,Test,B1,T4,Seoul,Seoul,TRUE,Expert,0,1.228,0,5.329,4.101,0,1.228
P1,Sheet,Set2,Test,B1,T5,Houston,Houston,TRUE,Expert,0,0.879,0,1.848,0.968,0,0.879
P1,Sheet,Set2,Test,B1,T6,Milan,Frankfurt,FALSE,Expert,0,1.156,0,3.939,2.783,0,1.156
P1,Sheet,Set2,Test,B1,T7,Prague,Prague,TRUE,Expert,0,1.073,0,3.185,2.112,0,1.073
P1,Sheet,Set2,Test,B1,T8,Toronto,Toronto,TRUE,Expert,0,2.019,0,3.925,1.905,0,2.019
P1,Sheet,Set2,Training,B2,T1,Frankfurt,Frankfurt,TRUE,Novice,0,3.988,1.031,5.844,1.856,2.5,1.488
P1,Sheet,Set2,Training,B2,T2,Frankfurt,Frankfurt,TRUE,Expert,0,0.808,0,1.8,0.992,0,0.808
P1,Sheet,Set2,Training,B2,T3,Frankfurt,NR,FALSE,Expert,0,0.573,0,1.506,0.933,0,0.573
P1,Sheet,Set2,Training,B2,T4,Seoul,Seoul,TRUE,Expert,0,1.088,0,3.224,2.136,0,1.088
P1,Sheet,Set2,Training,B2,T5,Seoul,Seoul,TRUE,Expert,0,0.683,0,2.375,1.692,0,0.683
P1,Sheet,Set2,Training,B2,T6,Seoul,Seoul,TRUE,Expert,0,1.265,0,2.951,1.686,0,1.265
P1,Sheet,Set2,Training,B2,T7,Toronto,Toronto,TRUE,Expert,0,1.407,0,3.051,1.644,0,1.407
P1,Sheet,Set2,Training,B2,T8,Toronto,Toronto,TRUE,Expert,0,0.487,0,1.579,1.093,0,0.487
P1,Sheet,Set2,Training,B2,T9,Toronto,Toronto,TRUE,Expert,0,0.404,0,1.574,1.17,0,0.404
P1,Sheet,Set2,Training,B2,T10,Austin,Austin,TRUE,Novice,0,2.741,1.296,3.959,1.218,1.084,1.657
P1,Sheet,Set2,Training,B2,T11,Austin,Austin,TRUE,Expert,0,0.626,0,1.686,1.06,0,0.626
P1,Sheet,Set2,Training,B2,T12,Austin,Austin,TRUE,Expert,0,0.654,0,1.829,1.174,0,0.654
P1,Sheet,Set2,Training,B2,T13,Milan,Milan,TRUE,Novice,0,3.144,0.879,4.106,0.962,1.391,1.753
P1,Sheet,Set2,Training,B2,T14,Milan,Milan,TRUE,Expert,0,0.501,0,1.448,0.947,0,0.501
P1,Sheet,Set2,Training,B2,T15,Milan,Boston,FALSE,Expert,0,0.502,0,1.406,0.905,0,0.502
P1,Sheet,Set2,Training,B2,T16,Prague,NR,FALSE,Novice,0,1.684,0.53,2.874,1.19,0.751,0.933
P1,Sheet,Set2,Training,B2,T17,Prague,NR,FALSE,Expert,0,0.585,0,1.839,1.254,0,0.585
P1,Sheet,Set2,Training,B2,T18,Prague,Prague,TRUE,Novice,0,2.646,0.364,4.177,1.531,1.348,1.299
P1,Sheet,Set2,Training,B2,T19,Doha,Doha,TRUE,Novice,0,10.104,0.823,12.011,1.906,7.976,2.129
P1,Sheet,Set2,Training,B2,T20,Doha,Doha,TRUE,Expert,0,0.557,0,2.137,1.58,0,0.557
P1,Sheet,Set2,Training,B2,T21,Doha,Doha,TRUE,Expert,0,0.488,0,2.369,1.881,0,0.488
P1,Sheet,Set2,Training,B2,T22,Houston,Houston,TRUE,Novice,0,2.13,1.184,3.439,1.309,0.265,1.865
P1,Sheet,Set2,Training,B2,T23,Houston,Las Vegas,FALSE,Expert,0,0.709,0,2.039,1.33,0,0.709
P1,Sheet,Set2,Training,B2,T24,Houston,Houston,TRUE,Expert,0,0.959,0,1.993,1.034,0,0.959
P1,Sheet,Set2,Test,B2,T1,Toronto,Toronto,TRUE,Expert,0,1.487,0,3.06,1.573,0,1.487
P1,Sheet,Set2,Test,B2,T2,Austin,Austin,TRUE,Expert,0,1.293,0,2.51,1.218,0,1.293
P1,Sheet,Set2,Test,B2,T3,Doha,NR,FALSE,Expert,0,1.073,0,2.732,1.659,0,1.073
P1,Sheet,Set2,Test,B2,T4,Milan,Milan,TRUE,Expert,0,1.254,0,2.332,1.078,0,1.254
P1,Sheet,Set2,Test,B2,T5,Frankfurt,Seoul,FALSE,Expert,0,1.421,0,2.461,1.04,0,1.421
P1,Sheet,Set2,Test,B2,T6,Prague,Prague,TRUE,Expert,0,1.072,0,2.274,1.202,0,1.072
P1,Sheet,Set2,Test,B2,T7,Houston,NR,FALSE,Expert,0,0.989,0,1.938,0.949,0,0.989
P1,Sheet,Set2,Test,B2,T8,Seoul,Seoul,TRUE,Expert,0,0.905,0,2.397,1.492,0,0.905
P1,Sheet,Set2,Training,B3,T1,Doha,Doha,TRUE,Expert,0,2.597,0,3.946,1.348,0,2.597
P1,Sheet,Set2,Training,B3,T2,Doha,NR,FALSE,Expert,0,0.697,0,1.973,1.277,0,0.697
P1,Sheet,Set2,Training,B3,T3,Doha,Doha,TRUE,Expert,0,0.447,0,2.715,2.268,0,0.447
P1,Sheet,Set2,Training,B3,T4,Prague,Prague,TRUE,Expert,0,1.17,0,2.452,1.282,0,1.17
P1,Sheet,Set2,Training,B3,T5,Prague,Prague,TRUE,Expert,0,0.56,0,1.638,1.079,0,0.56
P1,Sheet,Set2,Training,B3,T6,Prague,NR,FALSE,Expert,0,0.556,0,1.636,1.08,0,0.556
P1,Sheet,Set2,Training,B3,T7,Frankfurt,Milan,FALSE,Novice,1,5.434,3.417,6.838,2.487,1.154,3.197
P1,Sheet,Set2,Training,B3,T8,Frankfurt,Milan,FALSE,Expert,0,0.946,0,2.508,1.562,0,0.946
P1,Sheet,Set2,Training,B3,T9,Frankfurt,NR,FALSE,Novice,0,4.436,0.433,6.857,2.421,3.018,1.418
P1,Sheet,Set2,Training,B3,T10,Houston,NR,FALSE,Novice,0,10.094,0.614,11.12,1.026,8.077,2.016
P1,Sheet,Set2,Training,B3,T11,Houston,NR,FALSE,Expert,0,3.376,0,5.125,1.749,0,3.376
P1,Sheet,Set2,Training,B3,T12,Houston,Houston,TRUE,Novice,0,2.6,0.599,4.75,2.15,0.958,1.641
